State,District,Latitude,Longitude,Crop,Market,Min_Price,Max_Price,Modal_Price,Trend,Last_Updated
Tamil Nadu,Tiruvarur,10.766,79.6344,Groundnut,Tiruvarur Mandi,5907,7144,6533,Volatile,2026-08-14
Tamil Nadu,Nagapattinam,10.7672,79.8449,Groundnut,Nagapattinam Market,5606,6598,6000,Increasing,2026-08-14
Tamil Nadu,Madurai,9.9252,78.1198,Groundnut,Madurai Uzhavar Sandhai,5835,6896,6230,Stable,2026-08-14
Tamil Nadu,Dindigul,10.3673,77.9803,Groundnut,Dindigul Mandi,6022,6868,6336,Decreasing,2026-08-14
Tamil Nadu,Theni,10.0104,77.4768,Groundnut,Theni Market,5958,6896,6275,Volatile,2026-08-14
Tamil Nadu,Sivaganga,9.8433,78.4809,Groundnut,Sivaganga Uzhavar Sandhai,5880,6658,6281,Increasing,2026-08-14
Tamil Nadu,Ramanathapuram,9.3639,78.8395,Groundnut,Ramanathapuram Mandi,5774,6653,6290,Stable,2026-08-14
Tamil Nadu,Tirunelveli,8.7139,77.7567,Groundnut,Tirunelveli Market,5973,7005,6543,Decreasing,2026-08-14
Tamil Nadu,Thoothukudi,8.7642,78.1348,Groundnut,Thoothukudi Uzhavar Sandhai,6116,7032,6600,Volatile,2026-08-14
Tamil Nadu,Kanyakumari,8.0883,77.5385,Groundnut,Kanyakumari Mandi,6308,7270,6819,Increasing,2026-08-14
Tamil Nadu,Cuddalore,11.748,79.7714,Groundnut,Cuddalore Market,5614,6655,6180,Stable,2026-08-14
Tamil Nadu,Villupuram,11.9401,79.4861,Groundnut,Villupuram Uzhavar Sandhai,5706,6298,6050,Decreasing,2026-08-14
Tamil Nadu,Kallakurichi,11.7401,78.9597,Groundnut,Kallakurichi Mandi,5968,6722,6223,Volatile,2026-08-14
Tamil Nadu,Vellore,12.9165,79.1325,Groundnut,Vellore Market,5853,6866,6347,Increasing,2026-08-14
Tamil Nadu,Ranipet,12.924,79.3333,Groundnut,Ranipet Uzhavar Sandhai,5839,6964,6304,Stable,2026-08-14
Tamil Nadu,Tirupattur,12.496,78.5645,Groundnut,Tirupattur Mandi,5803,6832,6310,Decreasing,2026-08-14
Tamil Nadu,Tiruvannamalai,12.2253,79.0747,Groundnut,Tiruvannamalai Market,6099,6742,6445,Volatile,2026-08-14
Tamil Nadu,Kanchipuram,12.8342,79.7036,Groundnut,Kanchipuram Uzhavar Sandhai,6312,7220,6585,Increasing,2026-08-14
Tamil Nadu,Chengalpattu,12.6819,79.9671,Groundnut,Chengalpattu Mandi,6173,7049,6576,Stable,2026-08-14
Tamil Nadu,Thiruvallur,13.1439,79.9087,Groundnut,Thiruvallur Market,5540,6370,5959,Decreasing,2026-08-14
Tamil Nadu,Krishnagiri,12.5186,78.2137,Groundnut,Krishnagiri Uzhavar Sandhai,5741,6415,6094,Volatile,2026-08-14
Tamil Nadu,Dharmapuri,12.1211,78.1582,Groundnut,Dharmapuri Mandi,5861,6764,6244,Increasing,2026-08-14
Tamil Nadu,Coimbatore,11.0168,76.9558,Tomato,Coimbatore Uzhavar Sandhai,1544,1776,1681,Increasing,2026-08-14
Tamil Nadu,Tiruppur,11.1085,77.3411,Tomato,Tiruppur Mandi,1591,1890,1698,Stable,2026-08-14
Tamil Nadu,Erode,11.341,77.7172,Tomato,Erode Market,1638,1870,1794,Decreasing,2026-08-14
Tamil Nadu,Salem,11.6643,78.146,Tomato,Salem Uzhavar Sandhai,1630,1883,1758,Volatile,2026-08-14
Tamil Nadu,Namakkal,11.2189,78.1674,Tomato,Namakkal Mandi,1720,1964,1816,Increasing,2026-08-14
Tamil Nadu,Karur,10.9601,78.0766,Tomato,Karur Market,1693,1963,1813,Stable,2026-08-14
Tamil Nadu,Trichy,10.7905,78.7047,Tomato,Trichy Uzhavar Sandhai,1731,2001,1826,Decreasing,2026-08-14
Tamil Nadu,Thanjavur,10.7867,79.1378,Tomato,Thanjavur Mandi,1690,1908,1825,Volatile,2026-08-14
Tamil Nadu,Tiruvarur,10.766,79.6344,Tomato,Tiruvarur Market,1800,2094,1917,Increasing,2026-08-14
Tamil Nadu,Nagapattinam,10.7672,79.8449,Tomato,Nagapattinam Uzhavar Sandhai,1599,1799,1675,Stable,2026-08-14
Tamil Nadu,Madurai,9.9252,78.1198,Tomato,Madurai Mandi,1617,1849,1747,Decreasing,2026-08-14
Tamil Nadu,Dindigul,10.3673,77.9803,Tomato,Dindigul Market,1639,1955,1799,Volatile,2026-08-14
Tamil Nadu,Theni,10.0104,77.4768,Tomato,Theni Uzhavar Sandhai,1668,1922,1810,Increasing,2026-08-14
Tamil Nadu,Sivaganga,9.8433,78.4809,Tomato,Sivaganga Mandi,1694,1936,1791,Stable,2026-08-14
Tamil Nadu,Ramanathapuram,9.3639,78.8395,Tomato,Ramanathapuram Market,1760,1967,1842,Decreasing,2026-08-14
Tamil Nadu,Tirunelveli,8.7139,77.7567,Tomato,Tirunelveli Uzhavar Sandhai,1667,1984,1838,Volatile,2026-08-14
Tamil Nadu,Thoothukudi,8.7642,78.1348,Tomato,Thoothukudi Mandi,1749,2044,1908,Increasing,2026-08-14
Tamil Nadu,Kanyakumari,8.0883,77.5385,Tomato,Kanyakumari Market,1699,1964,1867,Stable,2026-08-14
Tamil Nadu,Cuddalore,11.748,79.7714,Tomato,Cuddalore Uzhavar Sandhai,1678,1851,1755,Decreasing,2026-08-14
Tamil Nadu,Villupuram,11.9401,79.4861,Tomato,Villupuram Mandi,1646,1853,1764,Volatile,2026-08-14
Tamil Nadu,Kallakurichi,11.7401,78.9597,Tomato,Kallakurichi Market,1708,1874,1799,Increasing,2026-08-14
Tamil Nadu,Vellore,12.9165,79.1325,Tomato,Vellore Uzhavar Sandhai,1612,1905,1748,Stable,2026-08-14
Tamil Nadu,Ranipet,12.924,79.3333,Tomato,Ranipet Mandi,1730,1962,1824,Decreasing,2026-08-14
Tamil Nadu,Tirupattur,12.496,78.5645,Tomato,Tirupattur Market,1656,1927,1782,Volatile,2026-08-14
Tamil Nadu,Tiruvannamalai,12.2253,79.0747,Tomato,Tiruvannamalai Uzhavar Sandhai,1687,2001,1843,Increasing,2026-08-14
Tamil Nadu,Kanchipuram,12.8342,79.7036,Tomato,Kanchipuram Mandi,1806,2003,1908,Stable,2026-08-14
Tamil Nadu,Chengalpattu,12.6819,79.9671,Tomato,Chengalpattu Market,1767,2107,1895,Decreasing,2026-08-14
Tamil Nadu,Thiruvallur,13.1439,79.9087,Tomato,Thiruvallur Uzhavar Sandhai,1580,1824,1700,Volatile,2026-08-14
Tamil Nadu,Krishnagiri,12.5186,78.2137,Tomato,Krishnagiri Mandi,1561,1891,1693,Increasing,2026-08-14
Tamil Nadu,Dharmapuri,12.1211,78.1582,Tomato,Dharmapuri Market,1619,1934,1738,Stable,2026-08-14
Tamil Nadu,Coimbatore,11.0168,76.9558,Sugarcane,Coimbatore Mandi,2896,3371,3081,Stable,2026-08-14
Tamil Nadu,Tiruppur,11.1085,77.3411,Sugarcane,Tiruppur Market,2935,3343,3116,Decreasing,2026-08-14
Tamil Nadu,Erode,11.341,77.7172,Sugarcane,Erode Uzhavar Sandhai,2849,3297,3054,Volatile,2026-08-14
Tamil Nadu,Salem,11.6643,78.146,Sugarcane,Salem Mandi,2836,3485,3136,Increasing,2026-08-14
Tamil Nadu,Namakkal,11.2189,78.1674,Sugarcane,Namakkal Market,2903,3420,3162,Stable,2026-08-14
Tamil Nadu,Karur,10.9601,78.0766,Sugarcane,Karur Uzhavar Sandhai,2937,3427,3168,Decreasing,2026-08-14
Tamil Nadu,Trichy,10.7905,78.7047,Sugarcane,Trichy Mandi,3094,3555,3347,Volatile,2026-08-14
Tamil Nadu,Thanjavur,10.7867,79.1378,Sugarcane,Thanjavur Market,3059,3522,3368,Increasing,2026-08-14
Tamil Nadu,Tiruvarur,10.766,79.6344,Sugarcane,Tiruvarur Uzhavar Sandhai,2989,3452,3284,Stable,2026-08-14
Tamil Nadu,Nagapattinam,10.7672,79.8449,Sugarcane,Nagapattinam Mandi,2818,3207,2979,Decreasing,2026-08-14
Tamil Nadu,Madurai,9.9252,78.1198,Sugarcane,Madurai Market,2808,3248,3013,Volatile,2026-08-14
Tamil Nadu,Dindigul,10.3673,77.9803,Sugarcane,Dindigul Uzhavar Sandhai,2905,3496,3122,Increasing,2026-08-14
Tamil Nadu,Theni,10.0104,77.4768,Sugarcane,Theni Mandi,2879,3381,3136,Stable,2026-08-14
Tamil Nadu,Sivaganga,9.8433,78.4809,Sugarcane,Sivaganga Market,2841,3495,3134,Decreasing,2026-08-14
Tamil Nadu,Ramanathapuram,9.3639,78.8395,Sugarcane,Ramanathapuram Uzhavar Sandhai,3071,3395,3220,Volatile,2026-08-14
Tamil Nadu,Tirunelveli,8.7139,77.7567,Sugarcane,Tirunelveli Mandi,3112,3690,3295,Increasing,2026-08-14
Tamil Nadu,Thoothukudi,8.7642,78.1348,Sugarcane,Thoothukudi Market,3025,3644,3264,Stable,2026-08-14
Tamil Nadu,Kanyakumari,8.0883,77.5385,Sugarcane,Kanyakumari Uzhavar Sandhai,3132,3762,3416,Decreasing,2026-08-14
Tamil Nadu,Cuddalore,11.748,79.7714,Sugarcane,Cuddalore Mandi,2859,3325,3120,Volatile,2026-08-14
Tamil Nadu,Villupuram,11.9401,79.4861,Sugarcane,Villupuram Market,2782,3197,3026,Increasing,2026-08-14
Tamil Nadu,Kallakurichi,11.7401,78.9597,Sugarcane,Kallakurichi Uzhavar Sandhai,2915,3371,3144,Stable,2026-08-14
Tamil Nadu,Vellore,12.9165,79.1325,Sugarcane,Vellore Mandi,2995,3461,3159,Decreasing,2026-08-14
Tamil Nadu,Ranipet,12.924,79.3333,Sugarcane,Ranipet Market,2866,3542,3169,Volatile,2026-08-14
Tamil Nadu,Tirupattur,12.496,78.5645,Sugarcane,Tirupattur Uzhavar Sandhai,2913,3359,3189,Increasing,2026-08-14
Tamil Nadu,Tiruvannamalai,12.2253,79.0747,Sugarcane,Tiruvannamalai Mandi,3061,3713,3319,Stable,2026-08-14
Tamil Nadu,Kanchipuram,12.8342,79.7036,Sugarcane,Kanchipuram Market,3232,3765,3388,Decreasing,2026-08-14
Tamil Nadu,Chengalpattu,12.6819,79.9671,Sugarcane,Chengalpattu Uzhavar Sandhai,3040,3533,3352,Volatile,2026-08-14
Tamil Nadu,Thiruvallur,13.1439,79.9087,Sugarcane,Thiruvallur Mandi,2780,3370,3038,Increasing,2026-08-14
Tamil Nadu,Krishnagiri,12.5186,78.2137,Sugarcane,Krishnagiri Market,2749,3140,3010,Stable,2026-08-14
Tamil Nadu,Dharmapuri,12.1211,78.1582,Sugarcane,Dharmapuri Uzhavar Sandhai,2903,3425,3167,Decreasing,2026-08-14
Tamil Nadu,Coimbatore,11.0168,76.9558,Chilli,Coimbatore Market,7030,8136,7355,Decreasing,2026-08-14
Tamil Nadu,Tiruppur,11.1085,77.3411,Chilli,Tiruppur Uzhavar Sandhai,7317,8456,7643,Volatile,2026-08-14
Tamil Nadu,Erode,11.341,77.7172,Chilli,Erode Mandi,7007,8325,7497,Increasing,2026-08-14
Tamil Nadu,Salem,11.6643,78.146,Chilli,Salem Market,7293,8586,7711,Stable,2026-08-14
Tamil Nadu,Namakkal,11.2189,78.1674,Chilli,Namakkal Uzhavar Sandhai,7013,8327,7644,Decreasing,2026-08-14
Tamil Nadu,Karur,10.9601,78.0766,Chilli,Karur Mandi,7268,8687,7828,Volatile,2026-08-14
Tamil Nadu,Trichy,10.7905,78.7047,Chilli,Trichy Market,7371,8986,8150,Increasing,2026-08-14
Tamil Nadu,Thanjavur,10.7867,79.1378,Chilli,Thanjavur Uzhavar Sandhai,7623,8702,8260,Stable,2026-08-14
Tamil Nadu,Tiruvarur,10.766,79.6344,Chilli,Tiruvarur Mandi,7449,8655,8236,Decreasing,2026-08-14
Tamil Nadu,Nagapattinam,10.7672,79.8449,Chilli,Nagapattinam Market,6815,8280,7497,Volatile,2026-08-14
Tamil Nadu,Madurai,9.9252,78.1198,Chilli,Madurai Uzhavar Sandhai,7128,8142,7598,Increasing,2026-08-14
Tamil Nadu,Dindigul,10.3673,77.9803,Chilli,Dindigul Mandi,7021,8493,7761,Stable,2026-08-14
Tamil Nadu,Theni,10.0104,77.4768,Chilli,Theni Market,7371,8243,7818,Decreasing,2026-08-14
Tamil Nadu,Sivaganga,9.8433,78.4809,Chilli,Sivaganga Uzhavar Sandhai,7460,8912,7958,Volatile,2026-08-14
Tamil Nadu,Ramanathapuram,9.3639,78.8395,Chilli,Ramanathapuram Mandi,7289,8815,7910,Increasing,2026-08-14
Tamil Nadu,Tirunelveli,8.7139,77.7567,Chilli,Tirunelveli Market,7257,8657,8032,Stable,2026-08-14
Tamil Nadu,Thoothukudi,8.7642,78.1348,Chilli,Thoothukudi Uzhavar Sandhai,7591,8454,7909,Decreasing,2026-08-14
Tamil Nadu,Kanyakumari,8.0883,77.5385,Chilli,Kanyakumari Mandi,7752,8750,8190,Volatile,2026-08-14
Tamil Nadu,Cuddalore,11.748,79.7714,Chilli,Cuddalore Market,6902,7946,7455,Increasing,2026-08-14
Tamil Nadu,Villupuram,11.9401,79.4861,Chilli,Villupuram Uzhavar Sandhai,6991,7962,7366,Stable,2026-08-14
Tamil Nadu,Kallakurichi,11.7401,78.9597,Chilli,Kallakurichi Mandi,7135,8114,7442,Decreasing,2026-08-14
Tamil Nadu,Vellore,12.9165,79.1325,Chilli,Vellore Market,7063,8232,7688,Volatile,2026-08-14
Tamil Nadu,Ranipet,12.924,79.3333,Chilli,Ranipet Uzhavar Sandhai,7609,8547,7944,Increasing,2026-08-14
Tamil Nadu,Tirupattur,12.496,78.5645,Chilli,Tirupattur Mandi,7069,8604,7767,Stable,2026-08-14
Tamil Nadu,Tiruvannamalai,12.2253,79.0747,Chilli,Tiruvannamalai Market,7447,8464,7996,Decreasing,2026-08-14
Tamil Nadu,Kanchipuram,12.8342,79.7036,Chilli,Kanchipuram Uzhavar Sandhai,7516,8851,8257,Volatile,2026-08-14
Tamil Nadu,Chengalpattu,12.6819,79.9671,Chilli,Chengalpattu Mandi,7597,8456,8110,Increasing,2026-08-14
Tamil Nadu,Thiruvallur,13.1439,79.9087,Chilli,Thiruvallur Market,6789,7897,7458,Stable,2026-08-14
Tamil Nadu,Krishnagiri,12.5186,78.2137,Chilli,Krishnagiri Uzhavar Sandhai,6965,8423,7633,Decreasing,2026-08-14
Tamil Nadu,Dharmapuri,12.1211,78.1582,Chilli,Dharmapuri Mandi,7164,8288,7552,Volatile,2026-08-14
Tamil Nadu,Coimbatore,11.0168,76.9558,Tapioca,Coimbatore Uzhavar Sandhai,2105,2530,2274,Volatile,2026-08-14
Tamil Nadu,Tiruppur,11.1085,77.3411,Tapioca,Tiruppur Mandi,2199,2479,2318,Increasing,2026-08-14
Tamil Nadu,Erode,11.341,77.7172,Tapioca,Erode Market,2170,2559,2359,Stable,2026-08-14
Tamil Nadu,Salem,11.6643,78.146,Tapioca,Salem Uzhavar Sandhai,2188,2580,2389,Decreasing,2026-08-14
Tamil Nadu,Namakkal,11.2189,78.1674,Tapioca,Namakkal Mandi,2234,2640,2426,Volatile,2026-08-14
Tamil Nadu,Karur,10.9601,78.0766,Tapioca,Karur Market,2325,2820,2529,Increasing,2026-08-14
Tamil Nadu,Trichy,10.7905,78.7047,Tapioca,Trichy Uzhavar Sandhai,2339,2768,2538,Stable,2026-08-14
Tamil Nadu,Thanjavur,10.7867,79.1378,Tapioca,Thanjavur Mandi,2443,2793,2568,Decreasing,2026-08-14
Tamil Nadu,Tiruvarur,10.766,79.6344,Tapioca,Tiruvarur Market,2448,2827,2625,Volatile,2026-08-14
Tamil Nadu,Nagapattinam,10.7672,79.8449,Tapioca,Nagapattinam Uzhavar Sandhai,2154,2534,2363,Increasing,2026-08-14
Tamil Nadu,Madurai,9.9252,78.1198,Tapioca,Madurai Mandi,2238,2556,2377,Stable,2026-08-14
Tamil Nadu,Dindigul,10.3673,77.9803,Tapioca,Dindigul Market,2134,2494,2333,Decreasing,2026-08-14
Tamil Nadu,Theni,10.0104,77.4768,Tapioca,Theni Uzhavar Sandhai,2279,2564,2464,Volatile,2026-08-14
Tamil Nadu,Sivaganga,9.8433,78.4809,Tapioca,Sivaganga Mandi,2316,2557,2449,Increasing,2026-08-14
Tamil Nadu,Ramanathapuram,9.3639,78.8395,Tapioca,Ramanathapuram Market,2274,2745,2508,Stable,2026-08-14
Tamil Nadu,Tirunelveli,8.7139,77.7567,Tapioca,Tirunelveli Uzhavar Sandhai,2307,2780,2527,Decreasing,2026-08-14
Tamil Nadu,Thoothukudi,8.7642,78.1348,Tapioca,Thoothukudi Mandi,2365,2691,2559,Volatile,2026-08-14
Tamil Nadu,Kanyakumari,8.0883,77.5385,Tapioca,Kanyakumari Market,2403,2799,2534,Increasing,2026-08-14
Tamil Nadu,Cuddalore,11.748,79.7714,Tapioca,Cuddalore Uzhavar Sandhai,2234,2540,2357,Stable,2026-08-14
Tamil Nadu,Villupuram,11.9401,79.4861,Tapioca,Villupuram Mandi,2211,2618,2384,Decreasing,2026-08-14
Tamil Nadu,Kallakurichi,11.7401,78.9597,Tapioca,Kallakurichi Market,2153,2485,2388,Volatile,2026-08-14
Tamil Nadu,Vellore,12.9165,79.1325,Tapioca,Vellore Uzhavar Sandhai,2184,2490,2366,Increasing,2026-08-14
Tamil Nadu,Ranipet,12.924,79.3333,Tapioca,Ranipet Mandi,2221,2597,2446,Stable,2026-08-14
Tamil Nadu,Tirupattur,12.496,78.5645,Tapioca,Tirupattur Market,2230,2608,2452,Decreasing,2026-08-14
Tamil Nadu,Tiruvannamalai,12.2253,79.0747,Tapioca,Tiruvannamalai Uzhavar Sandhai,2321,2726,2474,Volatile,2026-08-14
Tamil Nadu,Kanchipuram,12.8342,79.7036,Tapioca,Kanchipuram Mandi,2276,2668,2509,Increasing,2026-08-14
Tamil Nadu,Chengalpattu,12.6819,79.9671,Tapioca,Chengalpattu Market,2409,2780,2592,Stable,2026-08-14
Tamil Nadu,Thiruvallur,13.1439,79.9087,Tapioca,Thiruvallur Uzhavar Sandhai,2169,2429,2306,Decreasing,2026-08-14
Tamil Nadu,Krishnagiri,12.5186,78.2137,Tapioca,Krishnagiri Mandi,2188,2574,2415,Volatile,2026-08-14
Tamil Nadu,Dharmapuri,12.1211,78.1582,Tapioca,Dharmapuri Market,2252,2662,2438,Increasing,2026-08-14
Tamil Nadu,Coimbatore,11.0168,76.9558,Onion,Coimbatore Mandi,2380,2834,2568,Increasing,2026-08-14
Tamil Nadu,Tiruppur,11.1085,77.3411,Onion,Tiruppur Market,2488,2930,2624,Stable,2026-08-14
Tamil Nadu,Erode,11.341,77.7172,Onion,Erode Uzhavar Sandhai,2402,2863,2572,Decreasing,2026-08-14
Tamil Nadu,Salem,11.6643,78.146,Onion,Salem Mandi,2498,2872,2613,Volatile,2026-08-14
Tamil Nadu,Namakkal,11.2189,78.1674,Onion,Namakkal Market,2528,2855,2705,Increasing,2026-08-14
Tamil Nadu,Karur,10.9601,78.0766,Onion,Karur Uzhavar Sandhai,2450,2930,2694,Stable,2026-08-14
Tamil Nadu,Trichy,10.7905,78.7047,Onion,Trichy Mandi,2583,2911,2700,Decreasing,2026-08-14
Tamil Nadu,Thanjavur,10.7867,79.1378,Onion,Thanjavur Market,2569,2944,2812,Volatile,2026-08-14
Tamil Nadu,Tiruvarur,10.766,79.6344,Onion,Tiruvarur Uzhavar Sandhai,2531,3140,2807,Increasing,2026-08-14
Tamil Nadu,Nagapattinam,10.7672,79.8449,Onion,Nagapattinam Mandi,2319,2780,2556,Stable,2026-08-14
Tamil Nadu,Madurai,9.9252,78.1198,Onion,Madurai Market,2541,2823,2652,Decreasing,2026-08-14
Tamil Nadu,Dindigul,10.3673,77.9803,Onion,Dindigul Uzhavar Sandhai,2415,2804,2605,Volatile,2026-08-14
Tamil Nadu,Theni,10.0104,77.4768,Onion,Theni Mandi,2482,2883,2669,Increasing,2026-08-14
Tamil Nadu,Sivaganga,9.8433,78.4809,Onion,Sivaganga Market,2601,2932,2722,Stable,2026-08-14
Tamil Nadu,Ramanathapuram,9.3639,78.8395,Onion,Ramanathapuram Uzhavar Sandhai,2524,2849,2726,Decreasing,2026-08-14
Tamil Nadu,Tirunelveli,8.7139,77.7567,Onion,Tirunelveli Mandi,2688,2977,2821,Volatile,2026-08-14
Tamil Nadu,Thoothukudi,8.7642,78.1348,Onion,Thoothukudi Market,2611,2975,2771,Increasing,2026-08-14
Tamil Nadu,Kanyakumari,8.0883,77.5385,Onion,Kanyakumari Uzhavar Sandhai,2580,3072,2858,Stable,2026-08-14
Tamil Nadu,Cuddalore,11.748,79.7714,Onion,Cuddalore Mandi,2464,2749,2577,Decreasing,2026-08-14
Tamil Nadu,Villupuram,11.9401,79.4861,Onion,Villupuram Market,2415,2810,2635,Volatile,2026-08-14
Tamil Nadu,Kallakurichi,11.7401,78.9597,Onion,Kallakurichi Uzhavar Sandhai,2420,2749,2606,Increasing,2026-08-14
Tamil Nadu,Vellore,12.9165,79.1325,Onion,Vellore Mandi,2490,2956,2685,Stable,2026-08-14
Tamil Nadu,Ranipet,12.924,79.3333,Onion,Ranipet Market,2531,2991,2735,Decreasing,2026-08-14
Tamil Nadu,Tirupattur,12.496,78.5645,Onion,Tirupattur Uzhavar Sandhai,2513,3080,2758,Volatile,2026-08-14
Tamil Nadu,Tiruvannamalai,12.2253,79.0747,Onion,Tiruvannamalai Mandi,2567,2937,2804,Increasing,2026-08-14
Tamil Nadu,Kanchipuram,12.8342,79.7036,Onion,Kanchipuram Market,2592,3087,2857,Stable,2026-08-14
Tamil Nadu,Chengalpattu,12.6819,79.9671,Onion,Chengalpattu Uzhavar Sandhai,2625,3101,2876,Decreasing,2026-08-14
Tamil Nadu,Thiruvallur,13.1439,79.9087,Onion,Thiruvallur Mandi,2285,2694,2530,Volatile,2026-08-14
Tamil Nadu,Krishnagiri,12.5186,78.2137,Onion,Krishnagiri Market,2505,2795,2625,Increasing,2026-08-14
Tamil Nadu,Dharmapuri,12.1211,78.1582,Onion,Dharmapuri Uzhavar Sandhai,2359,2709,2584,Stable,2026-08-14
Tamil Nadu,Coimbatore,11.0168,76.9558,Gingelly,Coimbatore Market,6420,7447,6912,Stable,2026-08-14
Tamil Nadu,Tiruppur,11.1085,77.3411,Gingelly,Tiruppur Uzhavar Sandhai,6433,7683,7013,Decreasing,2026-08-14
Tamil Nadu,Erode,11.341,77.7172,Gingelly,Erode Mandi,6795,7733,7084,Volatile,2026-08-14
Tamil Nadu,Salem,11.6643,78.146,Gingelly,Salem Market,6366,7666,6966,Increasing,2026-08-14
Tamil Nadu,Namakkal,11.2189,78.1674,Gingelly,Namakkal Uzhavar Sandhai,6774,7938,7146,Stable,2026-08-14
Tamil Nadu,Karur,10.9601,78.0766,Gingelly,Karur Mandi,7011,7971,7450,Decreasing,2026-08-14
Tamil Nadu,Trichy,10.7905,78.7047,Gingelly,Trichy Market,7001,8120,7420,Volatile,2026-08-14
Tamil Nadu,Thanjavur,10.7867,79.1378,Gingelly,Thanjavur Uzhavar Sandhai,6850,8135,7394,Increasing,2026-08-14
Tamil Nadu,Tiruvarur,10.766,79.6344,Gingelly,Tiruvarur Mandi,6850,7726,7406,Stable,2026-08-14
Tamil Nadu,Nagapattinam,10.7672,79.8449,Gingelly,Nagapattinam Market,6365,7655,7007,Decreasing,2026-08-14
Tamil Nadu,Madurai,9.9252,78.1198,Gingelly,Madurai Uzhavar Sandhai,6305,7203,6828,Volatile,2026-08-14
Tamil Nadu,Dindigul,10.3673,77.9803,Gingelly,Dindigul Mandi,6443,7596,7061,Increasing,2026-08-14
Tamil Nadu,Theni,10.0104,77.4768,Gingelly,Theni Market,6762,7718,7088,Stable,2026-08-14
Tamil Nadu,Sivaganga,9.8433,78.4809,Gingelly,Sivaganga Uzhavar Sandhai,6501,7698,7046,Decreasing,2026-08-14
Tamil Nadu,Ramanathapuram,9.3639,78.8395,Gingelly,Ramanathapuram Mandi,6675,7838,7382,Volatile,2026-08-14
Tamil Nadu,Tirunelveli,8.7139,77.7567,Gingelly,Tirunelveli Market,6702,7997,7398,Increasing,2026-08-14
Tamil Nadu,Thoothukudi,8.7642,78.1348,Gingelly,Thoothukudi Uzhavar Sandhai,7050,8037,7377,Stable,2026-08-14
Tamil Nadu,Kanyakumari,8.0883,77.5385,Gingelly,Kanyakumari Mandi,7192,8452,7582,Decreasing,2026-08-14
Tamil Nadu,Cuddalore,11.748,79.7714,Gingelly,Cuddalore Market,6443,7620,6844,Volatile,2026-08-14
Tamil Nadu,Villupuram,11.9401,79.4861,Gingelly,Villupuram Uzhavar Sandhai,6491,7697,6930,Increasing,2026-08-14
Tamil Nadu,Kallakurichi,11.7401,78.9597,Gingelly,Kallakurichi Mandi,6357,7529,6899,Stable,2026-08-14
Tamil Nadu,Vellore,12.9165,79.1325,Gingelly,Vellore Market,6351,7280,6939,Decreasing,2026-08-14
Tamil Nadu,Ranipet,12.924,79.3333,Gingelly,Ranipet Uzhavar Sandhai,6707,8088,7301,Volatile,2026-08-14
Tamil Nadu,Tirupattur,12.496,78.5645,Gingelly,Tirupattur Mandi,6713,8224,7444,Increasing,2026-08-14
Tamil Nadu,Tiruvannamalai,12.2253,79.0747,Gingelly,Tiruvannamalai Market,6867,7889,7248,Stable,2026-08-14
Tamil Nadu,Kanchipuram,12.8342,79.7036,Gingelly,Kanchipuram Uzhavar Sandhai,7305,8114,7624,Decreasing,2026-08-14
Tamil Nadu,Chengalpattu,12.6819,79.9671,Gingelly,Chengalpattu Mandi,7229,8485,7582,Volatile,2026-08-14
Tamil Nadu,Thiruvallur,13.1439,79.9087,Gingelly,Thiruvallur Market,6406,7793,6980,Increasing,2026-08-14
Tamil Nadu,Krishnagiri,12.5186,78.2137,Gingelly,Krishnagiri Uzhavar Sandhai,6241,7398,6889,Stable,2026-08-14
Tamil Nadu,Dharmapuri,12.1211,78.1582,Gingelly,Dharmapuri Mandi,6712,7600,7019,Decreasing,2026-08-14
Tamil Nadu,Coimbatore,11.0168,76.9558,Black Gram,Coimbatore Uzhavar Sandhai,6579,7559,7207,Decreasing,2026-08-14
Tamil Nadu,Tiruppur,11.1085,77.3411,Black Gram,Tiruppur Mandi,6645,7933,7361,Volatile,2026-08-14
Tamil Nadu,Erode,11.341,77.7172,Black Gram,Erode Market,7083,8304,7428,Increasing,2026-08-14
Tamil Nadu,Salem,11.6643,78.146,Black Gram,Salem Uzhavar Sandhai,7199,8229,7630,Stable,2026-08-14
Tamil Nadu,Namakkal,11.2189,78.1674,Black Gram,Namakkal Mandi,7111,8079,7427,Decreasing,2026-08-14
Tamil Nadu,Karur,10.9601,78.0766,Black Gram,Karur Market,7269,8394,7720,Volatile,2026-08-14
Tamil Nadu,Trichy,10.7905,78.7047,Black Gram,Trichy Uzhavar Sandhai,7412,8135,7742,Increasing,2026-08-14
Tamil Nadu,Thanjavur,10.7867,79.1378,Black Gram,Thanjavur Mandi,7132,8498,7830,Stable,2026-08-14
Tamil Nadu,Tiruvarur,10.766,79.6344,Black Gram,Tiruvarur Market,7239,8527,7811,Decreasing,2026-08-14
Tamil Nadu,Nagapattinam,10.7672,79.8449,Black Gram,Nagapattinam Uzhavar Sandhai,6882,7927,7218,Volatile,2026-08-14
Tamil Nadu,Madurai,9.9252,78.1198,Black Gram,Madurai Mandi,6849,7875,7252,Increasing,2026-08-14
Tamil Nadu,Dindigul,10.3673,77.9803,Black Gram,Dindigul Market,7038,8296,7545,Stable,2026-08-14
Tamil Nadu,Theni,10.0104,77.4768,Black Gram,Theni Uzhavar Sandhai,7278,8088,7623,Decreasing,2026-08-14
